slug,family,task_verdict,observed_direction,potential_direction,primary_mechanism,release_classes,defect_classes,confidence,gameable,correct_solution_blocked,tests_verify_instruction,stub_would_pass,n_runs,n_pass,n_blocked_runs,n_undeserved_passes,refute_confirms,refute_refutes,refute_unanimous,headline
v2--task-695717,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;overstrict_or_brittle_grader,unstated_convention;reference_canonical_form;single_path_enforced,high,False,True,partially,no,15,0,13,0,3,0,True,"Two undocumented conventions baked into the answer key from the reference implementation's incidental choices — cfg_edge_count must be 71 (RETN emits no edges, contradicting the shipped spec.md) and DOT node IDs must be bare decimals — zero out 13 rollouts whose substantive analysis was byte-exact."
v2--task-696f0c,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,partially,15,13,2,0,3,0,True,"The instruction says proof_verified.txt ""must contain the string VERIFIED"" but test_state.py:170 asserts strip()-equality to ""VERIFIED"", zeroing the two rollouts (r01, r13) that appended drat-trim's own verification log as evidence — everything else in those runs was fully correct."
v2--task-69ad15,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;flaky_or_nondeterministic,unstated_convention;reference_canonical_form;flaky_nondeterministic,high,False,True,mostly,no,15,1,14,0,3,0,True,"Reward turns entirely on one undisclosed constant — the LDGSTS/TMA chunk boundary must be exactly 2048 with 2048 inclusive on the TMA side — which is stated nowhere in the instruction or spec.md, is bracketed only to (1536, 4096] by the reference DB, and was literally present in the skeleton of the single passing rollout's container and absent from all 14 failing ones."
v2--task-69c0d6,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,no,15,10,5,0,3,0,True,"All 5 zero-reward rollouts solved the CFLP correctly and failed only because tests/test_state.py:143 greps model.mod for the literal substring 'solve', a keyword the instruction never mentions and that `glpsol --check` — the instruction's own stated acceptance test — does not require."
v2--task-69db0b,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,6,9,0,3,0,True,"All 15 rollouts produced a byte-exact working exploit, and the sole thing separating the 6 passes from the 9 zeros is whether payload_generator.py's source text happens to contain one of ten magic substrings (""constraints"", ""json.load"", ""gdb"", ...) demanded by an undisclosed anti-hardcoding grep at tests/test_state.py:212-217."
v2--task-69e5e7,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;broken_harness_or_environment;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;broken_harness_or_env;weak_tests,high,False,True,partially,no,15,0,15,0,3,0,True,"All 15 rollouts produced the numerically perfect audit_result.json and a genuinely general audit.sh, yet every one scored 0.0 because tests/test_state.py:349 demands a Python file at the never-mentioned path /app/auditor.py (and, at :357, that it spell its output path as the double-quoted literal the reference happens to use)."
v2--task-69fdbc,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit,unstated_convention;single_path_enforced;reference_canonical_form,high,True,True,mostly,no,15,0,4,0,3,0,True,"The verifier silently hardwires the exponential nDCG gain (2**rel - 1), a convention absent from both the instruction and /data/config.yaml and contradicted by the only implementation in the container, so four rollouts whose output matched the reference to the last float digit on every other value still scored 0.0."
v2--task-6abd28,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit,unstated_convention;single_path_enforced;reference_canonical_form,high,False,True,mostly,no,15,0,13,0,3,0,True,"The instruction never specifies the JSON schemas of the two output artifacts, but the hidden tests demand the reference solution's exact shapes (`isinstance(evaluation_report, list)` and the key `config_id`); all 15 rollouts independently chose the equally faithful scenario-grouped/`best_config_id` forms and were zeroed, one of them on a single assertion out of 58."
v2--task-6ae50d,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;unrecoverable_or_hidden_target;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;impossible_or_contradictory;hardcoded_to_tests,high,True,True,partially,no,15,0,4,0,3,0,True,"The verifier grades a script at the never-mentioned path /app/analyzer.py and bails with reward 0.0 before pytest if it is absent, while the instruction asks only for /app/results.json — the string ""analyzer"" appears zero times in all 15 transcripts, and at least four rollouts produced a fully correct results.json and still scored 0."
v2--task-6b1fcf,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,14,0,2,1,False,"The whole 14-test all-or-nothing suite is gated on an unstated `beliefmatching`-internal convention -- collapse DEM error instructions that share an XOR'd detector set into ONE hyperedge column and merge their probabilities as p*(1-q)+q*(1-p) to atol 1e-10 -- which the solver-visible prompt never mentions and the provided ""validation"" DEM cannot reveal; 14 of 15 rollouts met every stated requirement (including the sole quantitative one) and still scored 0."
v2--task-6b35dc,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,6,0,3,0,True,"tests/test_state.py greps interceptor.c for the literal strings ""dlsym"", ""RTLD_NEXT"" and ""dlfcn.h"" — an implementation idiom the instruction never asks for and which an always-deny interposer has no reason to contain; it is failed by 15/15 rollouts and is the sole failure of r16, whose deliverables otherwise pass 43/46."
v2--task-6b42a6,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,yes,15,4,11,0,3,0,True,"All 11 failures are caused by one undocumented filename: the verifier requires a file to exist at exactly /app/scalars.dat, a name that appears nowhere in the instruction, the skeleton SIF, or anything else in /app — I re-ran the real test file against all 11 failing rollouts' actual results.json and every one passes 23/23 once that file merely exists."
v2--task-6b45a9,v2,confirmed_defect,false_negative,false_negative,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;broken_harness_or_environment,unstated_convention;broken_harness_or_env,high,False,True,mostly,no,15,11,1,0,2,1,False,"r01 ran against a different, older /app/spec.yaml whose anomalies schema omits the `attack_vector` field that tests/test_state.py:269 hard-requires, so a complete and fully correct audit scored 0.0 for a key name that was unknowable in that container."
v2--task-6b7547,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;numeric_tolerance_or_rounding;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;rounding_or_tolerance;weak_tests,high,False,True,partially,no,15,0,3,0,3,0,True,"The all-or-nothing verifier silently demands two author-private conventions — population std (ddof=0) and a step length that includes the 0.22 m step width (sqrt(dx^2+dz^2)) — neither stated, one contradicted by the container's own lab notes and undetectable in the data, and each independently zeroes the reward (4 and 6 failing items, verified in sandbox)."
v2--task-6bc945,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,no,15,0,11,0,2,1,False,"The verifier demands convergence_class == ""non_converged"" for P011, whose CD-vs-grid sequence is oscillatory by the reference's own convergence-ratio test (ratio = -5.67); the required label exists only as an artifact of the reference script's early return on the residual check, and it zeroed 11 of 15 otherwise near-perfect rollouts (78/79 assertions passing)."
v2--task-6bcf71,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;unrecoverable_or_hidden_target;leaky_or_underconstrained_grader,unstated_convention;impossible_or_contradictory;weak_tests,high,True,True,partially,no,11,0,9,0,2,1,False,"tests/test_state.py:203 demands the literal default category string ""Any"", which appears nowhere in the container and is explicitly contradicted by the shipped GraphemeBreakProperty.txt (""@missing: 0000..10FFFF; Other""); all 11 rollouts emitted ""Other"", so an unstated naming convention zeroed nine substantively complete, self-verified implementations."
v2--task-6c1ef8,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit,unstated_convention;reference_canonical_form,high,False,True,mostly,no,15,0,13,0,3,0,True,"An open-ended ""list MITRE ATT&CK technique IDs"" field is graded by exact-string intersection against the reference's hardcoded, undisclosed set {T1546.018, T1003, T1071.004, T1059} — requiring ≥3 hits — so 13 of 15 rollouts that pass 29/30 assertions score 0.0."
v2--task-6c33ea,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,15,0,3,0,True,The verifier secretly requires the literal token `#pragma HLS UNROLL` in factorial.cpp — a file that ships with zero pragmas and whose own in-container reference doc recommends PIPELINE/loop_tripcount instead — which alone zeroed all 15 rollouts despite every one of them fully completing the stated work.
v2--task-6c6c3b,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,False,True,mostly,no,15,14,1,0,3,0,True,"r14 produced a byte-for-byte correct answer to every stated deliverable and still scored 0.0, solely because it did not leave a compiled /app/gf2/libgf2.so on disk — an artifact the instruction never asks for, whose path/filename is never given to the solver in that environment, and which the verifier never actually uses."
v2--task-6cbfcd,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;broken_harness_or_environment,unstated_convention;broken_harness_or_env,high,True,True,fully,no,15,14,1,0,3,0,True,"r04 produced a byte-identical-to-passing audit.json but scored 0.0 solely because an exploratory `gunzip -k` left a stray tool_delta.xml in /app/data/results, which makes the verifier's live-recomputed `reference` fixture crash on a missing .sig — a constraint stated nowhere."
v2--task-6d4f11,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,15,0,15,0,2,1,False,"All 15 rollouts CMORized the file correctly and were zeroed by one undiscoverable assertion, `assert hasattr(ds, ""title"")`, for a global attribute absent from the instruction and from both provided config files; I reproduced 48/49 pass without it and 49/49 with it."
v2--task-6d527a,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;flaky_or_nondeterministic,unstated_convention;flaky_nondeterministic,high,False,True,mostly,no,15,1,14,0,3,0,True,"test_cascade_strength's undisclosed <=4-node budget for (x*4)*8 is provably unreachable from the instruction's closed rule list, and the one rule that satisfies it appears only in a docstring present in a different build of the same docker tag — the build the single passing rollout drew."
v2--task-6d8df4,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,6,0,3,0,True,"The all-or-nothing verifier gates on four integers and a bare-name principal format that exist only inside the reference script (escalation_opportunity_count==3 comes from `len(paths)+len(adcs_findings)` and even contradicts the task's own solution_explanation), so 15/15 genuine analyses scored 0."
v2--task-6e6889,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,unrecoverable_or_hidden_target;specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,impossible_or_contradictory;unstated_convention;weak_tests,high,True,True,poorly,no,15,0,15,0,3,0,True,"The instruction shipped to the solver belongs to a different task than the verifier grades: it describes debugging a sensor pipeline and names /app/build/pipeline_test, while every graded assertion targets a from-scratch priority-channel implementation run as /app/build/priority_channel_test — so obeying the instruction is by itself sufficient to force reward 0.0."
v2--task-6ee778,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,no,15,0,15,0,3,0,True,"All 15 rollouts wrote faithful, self-verified implementations that pass 28/29 tests and are zeroed by a single undisclosed assertion — compute_theta must return 0.0 when total_time == 0, a case the instruction's own formulas (which divide by T) never define — while a heavily faked implementation that merely adds that one guard scores 29/29."
v2--task-6f0c79,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit;unrecoverable_or_hidden_target,unstated_convention;single_path_enforced;reference_canonical_form;impossible_or_contradictory,high,False,True,partially,no,15,0,10,0,2,1,False,"The hidden suite is anti-monotone in the task's own stated objective: adding a semantics-preserving gate-count-reducing pass to the 34/34 reference drops it to 31/34, because three assertions demand MORE gates than a result the verifier's own circuits_equivalent certifies as equivalent, and three more demand a count-neutral rename of CNOT into ""PauliX""/""PauliZ"" that the instruction never mentions."
v2--task-6fbbf3,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,no,15,0,14,0,3,0,True,"test_state.py:425 silently demands the CVSS justification dict be keyed by bare metric abbreviations ('AV','AC',...), while the instruction's `{metric: rationale}` schema plus its own example vector `CVSS:3.1/AV:N/...` led all 15 rollouts to key them ""AV:N""/""AC:L""/... — one unstated key spelling zeroes 14 otherwise-complete solutions."
v2--task-704729,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,False,True,partially,no,15,1,14,0,3,0,True,"The shipped REQUIREMENTS.md omits two implementation idioms the grader hard-requires (cross-namespace read via ClusterRole+RoleBinding, and platform-ops default-deny with Egress absent from policyTypes), so all 14 rollouts that read it produced functionally correct, semantically equivalent architectures and were scored 0.0; the sole pass read a different, prescriptive spec revision that states both verbatim."
v2--task-70cf7b,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;unrecoverable_or_hidden_target;overstrict_or_brittle_grader,unstated_convention;impossible_or_contradictory;single_path_enforced,high,False,True,mostly,no,15,0,15,0,3,0,True,"The grader hard-codes a hidden gold verdict `orig_sales_date == ""keep""` (tests/test_state.py:119,141) that the instruction never states and that the reference solution's own index design contradicts; all 15 rollouts wrote the textbook-correct ""drop"" and were zeroed on an otherwise complete solution."
v2--task-7148d2,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests;leaky_answer_in_env,high,True,True,partially,partially,15,13,2,0,2,1,False,"tests/test.sh replays the agent's /app/fixes.sql onto the already-remediated live database with no reset, so a script that is correct exactly once — which is all the instruction asks for — is zeroed; two rollouts that fully solved the task failed on that unstated idempotency requirement alone."
v2--task-718bc3,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,15,7,7,0,3,0,True,"The verifier filters findings on a key named ""type"" that instruction.md never states and that the container's own /app/rdla_spec.md explicitly names ""error_type"", zeroing six rollouts whose analysis, build system and report paths were otherwise byte-for-byte correct; a seventh was zeroed by an equally unstated report-filename convention."
v2--task-71bbed,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,no,15,12,2,0,3,0,True,"Two fully-correct runs (r08, r09) were zeroed solely because their self-authored audit.json described a gamma stage with the word ""xxHash"", which test_state.py:325 greps for against an undisclosed blocklist encoding the author's private — and factually wrong — naming of beta's constants."
v2--task-71ef74,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,14,0,3,0,True,"The verifier requires the literal substring 'jq' in /app/Makefile (test_state.py:322) although the instruction never mentions jq, so 14 of 15 rollouts that fully and verifiably solved every stated deliverable were scored 0.0."
v2--task-724a4b,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,no,15,0,15,0,3,0,True,"tests/test_state.py:465 requires the literal word ""strace"" in /app/timing_report.txt — a tool named only in the private task.toml — and this single assertion in an all-or-nothing gate zeroes all 15 rollouts, every one of which otherwise passes 26/27."
v2--task-7274f6,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,partially,15,0,15,0,2,1,False,"All 15 rollouts ran the full honest 144-solve pipeline and reproduced the reference solution's scores and classifications, but every one scored 0.0 because the verifier secretly requires rates_l2/rates_linf to have exactly 3 elements while the published schema (an open-ended `[<float|null>, ...]` printed directly under a 4-element grid_sizes) invites the grid-aligned `[null, r1, r2, r3]` form."
v2--task-729807,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,yes,15,0,15,0,3,0,True,"The grader hard-codes a quality-plugin filename (`/app/lib/libfrta_quality_*_???.so`) that the instruction never states and that the container's only naming anchor (`lib/libfrta_qual_*_???.so` in compile_quality.sh) actively contradicts, so all 15 rollouts got exit 0 and scored 0.0."
v2--task-72a5cb,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;unrecoverable_or_hidden_target;leaky_or_underconstrained_grader,unstated_convention;impossible_or_contradictory;weak_tests,high,True,True,partially,partially,15,0,15,0,3,0,True,"The verifier's session fixture re-executes /app/dedup.py itself and grades the report that second run writes, so any agent that obeys the instruction's ""After execution, the database must reflect the correct post-dedup state"" has its report overwritten with all-zero counters and fails 6 report tests — the reference solution passes only because solve.sh never runs the script."
v2--task-72e941,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,15,0,3,0,True,"All 15 rollouts fully satisfied the stated objective (5/5 attacks defeated, func_tests 8/8, .so rebuilt, ALL CLEAR) yet all scored 0.0 because the hidden suite greps the Python source for the literal token `compare_digest`, a requirement stated nowhere and actively contradicted by SECURITY_SPEC.md, which directs constant-time comparison and MAC verification into the native C library."
v2--task-739d3b,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,partially,15,0,15,0,3,0,True,"The verifier greps the harness binary's stdout for the literal token `TOTAL=` (test_state.py:265, :277), a format that appears nowhere in the instruction — which says only ""printing its return value to stdout"" — so all 15 rollouts, each of which did genuine four-config builds and produced numerically exact reports, were zeroed by an undiscoverable string."
v2--task-73c9a8,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;leaky_answer_in_env;weak_tests,high,False,True,mostly,no,15,3,12,0,2,1,False,"A single unstated, counter-conventional assertion (tests/test_state.py:145 forbids read-your-own-writes) zeroes 12/15 otherwise-correct Percolator implementations under an all-or-nothing gate; the only way to learn the rule is the graded test file left readable in the container, which all 3 passing runs read."
v2--task-73cf0a,v2,confirmed_defect,false_negative,false_negative,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;numeric_tolerance_or_rounding;flaky_or_nondeterministic,unstated_convention;single_path_enforced;rounding_or_tolerance;flaky_nondeterministic,high,False,True,mostly,no,15,0,15,0,2,1,False,"The graded fused-run metrics depend on a tie-ordering convention the spec never states (docid-ascending), so reporting the numbers printed by the trec_eval binary the task itself ships and names is off by ~5e-4 on rrf_k60 nDCG@100/MRR@100 and fails 2 of 79 asserts — which all 15 rollouts did, despite otherwise-correct pipelines."
v2--task-742306,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;reference_canonical_form;weak_tests,high,True,True,partially,yes,15,0,12,0,3,0,True,"The verifier greps xpath_queries.sh for the literal string ""jq"" — a tool the instruction never mentions and that the deliverable does not need — and this single assertion fails 15/15 rollouts, including r07 which otherwise passes all 46 other assertions with a correct xmlstarlet/XPath forensic analysis."
v2--task-743aa8,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,15,11,2,0,3,0,True,"evaluation.json must nest the four per-config metric dicts under a top-level key literally named `configurations`, a name that appears only in the reference solution and nowhere in the instruction — r09 and r13 did the entire task correctly (identical measured numbers to passing r14) and scored 0.0 solely for emitting the same six fields as a flat dict."
v2--task-746586,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit,unstated_convention;single_path_enforced;reference_canonical_form,high,False,True,mostly,no,15,0,15,0,3,0,True,"The verifier only recognizes timing anomalies carrying a literal ""run_id""/""run"" key holding the runs-table id (1 and 8) — an identifier convention copied from the reference script and never stated in the instruction — so 15/15 rollouts that identified the same two rows by result_id 6/87 plus model+config scored 0.0 despite substantively perfect audits."
v2--task-747d72,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;numeric_tolerance_or_rounding;unrecoverable_or_hidden_target,unstated_convention;rounding_or_tolerance;impossible_or_contradictory,high,False,True,mostly,no,15,0,5,0,3,0,True,"The verifier pins normalized_enthalpy to a mis-transcribed King formula with pi OUTSIDE the radical (exactly 1/sqrt(pi) = 0.5642x the literature value it explicitly names) at 0.2% tolerance, so five rollouts that used the textbook-correct scaling and matched the reference on every other field scored 0.0."
v2--task-747dc5,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,15,8,7,0,3,0,True,"All 7 zero-reward rollouts solved both phases correctly and were failed by a single undisclosed lexical tripwire — tests/test_state.py:98 bans the substring ""sqlite3"" on any non-'#'-leading line of any .py under /app, so a module docstring truthfully stating ""no sqlite3 module used"" zeroes 39 otherwise-passing tests."
v2--task-74b4a7,v2,confirmed_defect,false_negative,false_negative,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,partially,no,15,0,11,0,3,0,True,"All 15 rollouts fail a single assertion demanding the literal string ""moderate"" for a 1.0% TCP retransmission rate — a label that exists nowhere in the instruction or the in-container schema, only hardcoded in the hidden reference solver — and three rollouts that got 52/53 including every one of the 30 hard forensic values scored 0.0 solely on that one word."
v2--task-74d3e8,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;weak_tests,high,True,True,partially,partially,11,0,11,0,3,0,True,"A single hidden assertion requires >=2 report category `name` fields to be byte-identical to corpus filename stems (probe_builtins/probe_generic/probe_macros/probe_vla_compound) — a convention the instruction never states and whose own wording invites descriptive labels — and it zeroes all 11 rollouts, every one of which did the real build, real differential triage, and real IR analysis."
v2--task-7518f2,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;weak_tests,high,True,True,partially,no,15,0,15,0,3,0,True,"The grader demands `sys_*` syscall names in audit.json while the instruction's own template asks for `""syscall"": ""<function_name>""` and the only functions in /app/specs.py are `spec_*`; all 15 rollouts did reference-quality work and were zeroed by that single unstated prefix."
v2--task-752e0e,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,5,10,0,3,0,True,"All 10 failures are caused by one unstated lexical convention — PDDL objects must be spelled literally `pos-<i>` over `range(max(width,height))` — which the instruction never states and the untyped, constant-free domain.pddl cannot imply; every failing rollout otherwise implemented all four subcommands correctly and proved its PDDL solvable by pyperplan."
v2--task-75615d,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;numeric_tolerance_or_rounding,unstated_convention;single_path_enforced;rounding_or_tolerance,high,False,True,mostly,no,15,0,10,0,3,0,True,"The verifier requires qc_report.json['probes_filtered'] == 20 (reference.db rows whose gene_symbol is '---'), a meaning the instruction never defines and that contradicts the reference solution's own pipeline, which drops 50 of 350 probes; all 15 rollouts wrote 50 and were zeroed by that single all-or-nothing assertion."
v2--task-758b52,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;numeric_tolerance_or_rounding;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;rounding_or_tolerance;weak_tests,medium,True,True,mostly,no,15,6,1,0,2,1,False,"The KCAP fixture sounding is physically impossible (heights ~20% too large for its own pressures/temperatures), so the textbook height-coordinate CAPE integral disagrees with MetPy's pressure-coordinate integral by 20.5% -- beyond the 15% tolerance -- and flips most_dangerous_station; r10 did everything else correctly and was scored 0 for it."
v2--task-75a02b,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,1,0,2,1,False,"test_state.py:278 indexes `dependency_closures[file][""closure""]`, a nested shape the instruction (`""dependency_closures"": {...}`) and the environment never determine — all 15 rollouts emitted the natural flat `{file: [paths]}` map and would have failed on that assertion alone, and 15/15 also put diagnostic severity in the `type` field because the instruction names the taxonomy field `category` everywhere else."
